experiment,roi,t_sec,amplitude_percent,amplitude_raw,prominence_percent,width_ms,rise_ms,decay_ms,snr,baseline,noise_sigma,gevi,file_path,auc
analysis_output,1,55.908289,2.569,0.025692,297.107,5.177,4.97,2.982,45.26872246696035,0.001415,3.731295,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.013299713
analysis_output,1,56.107074,8.982,0.089821,418.162,5.024,2.982,2.982,158.27312775330392,0.001234,3.804902,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.04512556799999999
analysis_output,1,57.06323,7.922,0.079224,285.944,4.438,3.976,2.982,139.59471365638763,-0.000218,3.304789,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.035157836
analysis_output,1,57.515465,7.898,0.078983,476.581,5.723,3.976,2.982,139.17180616740086,5e-05,3.704012,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.045200253999999995
analysis_output,1,58.310606,2.758,0.027583,589.15,5.681,2.982,2.982,48.59911894273127,0.000931,2.726799,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.015668198
analysis_output,1,58.68134,7.249,0.072485,335.674,5.027,3.976,2.982,127.73568281938323,-0.001174,3.236179,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.036440723
analysis_output,1,59.509279,9.789,0.097887,349.373,5.458,6.957,3.976,172.49339207048456,-0.000104,2.972383,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.053428362
analysis_output,1,59.797518,1.549,0.01549,382.369,5.808,3.976,2.982,27.29515418502202,5.6e-05,2.972351,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.008996592
analysis_output,1,60.427666,16.855,0.168547,492.031,4.983,2.982,2.982,297.00440528634357,0.000321,3.035637,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.08398846499999998
analysis_output,1,60.579737,12.441,0.124406,589.15,5.424,2.982,2.982,219.2246696035242,0.000191,3.63692,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.067479984
analysis_output,1,61.179074,-0.149,-0.001492,410.734,5.739,2.982,2.982,2.625550660792951,0.000388,3.415132,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,-0.000855111
analysis_output,1,61.373883,14.67,0.146699,589.15,4.992,2.982,1.988,258.50220264317176,0.003035,4.1149,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.07323264
analysis_output,1,61.827113,8.544,0.085437,376.712,5.265,3.976,2.982,150.55506607929513,0.006907,3.765254,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.04498416
analysis_output,1,61.845997,7.566,0.075655,504.944,5.945,3.976,2.982,133.32158590308367,0.006128,3.309849,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.04497987
analysis_output,1,61.959305,8.161,0.081605,309.295,5.71,3.976,3.976,143.80616740088104,0.001455,2.691447,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823172853_cluster_04-50mWpermm2/analysis_output/events/events_roi001.csv,0.04659931
analysis_output,1,0.012921,15.751,0.157509,328.685,4.86,0.0,2.982,277.5506607929515,0.000403,3.252873,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823183825_cluster_07-50mWpermm2/analysis_output/events/events_roi001.csv,0.07654986
analysis_output,1,1.190722,5.575,0.055752,438.95,5.907,2.982,2.982,98.23788546255506,-0.000378,3.927287,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823183825_cluster_07-50mWpermm2/analysis_output/events/events_roi001.csv,0.032931525
analysis_output,1,2.414244,4.377,0.043774,431.702,5.792,2.982,2.982,77.12775330396474,-0.000704,3.378193,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/ASAP6_2/240823183825_cluster_07-50mWpermm2/analysis_output/events/events_roi001.csv,0.025351584
