experiment,roi,t_sec,amplitude_percent,amplitude_raw,prominence_percent,width_ms,rise_ms,decay_ms,snr,baseline,noise_sigma,gevi,file_path,auc
analysis_output,1,57.517453,23.004,0.230035,342.92,5.438,3.976,3.976,344.6292134831461,0.001984,4.601752,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.125095752
analysis_output,1,57.875266,28.264,0.282637,443.435,5.206,2.982,2.982,423.43071161048687,0.000723,6.840629,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.14714238400000001
analysis_output,1,58.023361,6.037,0.060365,333.425,5.654,3.976,2.982,90.44194756554306,-0.001317,6.280077,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.034133198000000003
analysis_output,1,58.661461,3.415,0.034146,283.89,4.711,3.976,2.982,51.161048689138575,0.001847,4.917947,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.016088065
analysis_output,1,59.618611,24.386,0.243861,516.983,5.448,2.982,3.976,365.3333333333333,0.00066,7.911854,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.132854928
analysis_output,1,59.888959,13.182,0.131818,310.256,5.339,3.976,2.982,197.48314606741573,0.000983,6.737831,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.07037869800000002
analysis_output,1,60.010218,28.436,0.299536,605.643,5.364,2.982,2.982,426.0074906367041,0.000568,7.517031,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.152530704
analysis_output,1,60.26665,28.436,0.287104,312.782,5.474,0.0,0.0,426.0074906367041,-0.00025,5.55386,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.155658664
analysis_output,1,60.639372,12.704,0.127038,442.476,5.845,3.976,2.982,190.32209737827716,-0.000593,6.403805,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.07425488
analysis_output,1,61.576644,28.436,0.307857,412.688,5.12,3.976,3.976,426.0074906367041,-0.006187,6.44281,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823180449_cluster_06-50mWpermm2/analysis_output/events/events_roi001.csv,0.14559232
analysis_output,1,0.658972,14.81,0.148101,361.916,5.303,0.0,2.982,221.87265917602997,0.003123,2.861374,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.07853743
analysis_output,1,0.971065,7.876,0.078755,302.476,5.315,3.976,3.976,117.99250936329588,0.00059,3.208961,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.041860940000000006
analysis_output,1,1.246382,15.763,0.157632,322.541,4.724,0.0,5.964,236.1498127340824,-0.003698,3.050624,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.074464412
analysis_output,1,1.741357,9.623,0.096232,298.339,4.968,6.957,0.0,144.16479400749063,-0.002426,2.768385,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.047807063999999996
analysis_output,1,2.444062,3.232,0.032316,294.653,5.564,3.976,3.976,48.41947565543071,0.003655,2.670099,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.017982848
analysis_output,1,3.00066,8.722,0.087222,288.363,5.351,4.97,0.0,130.66666666666666,-0.002393,2.903731,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.046671422
analysis_output,1,5.121696,2.797,0.027965,288.971,5.657,4.97,3.976,41.90262172284644,0.000448,3.292828,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.015822629
analysis_output,1,5.679288,26.872,0.268717,329.986,4.906,0.0,7.951,402.5767790262172,-0.003552,3.231224,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.131834032
analysis_output,1,5.976472,15.606,0.156057,374.757,5.009,0.0,3.976,233.79775280898875,-0.000873,3.977803,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.078170454
analysis_output,1,7.713853,17.321,0.173211,321.4,4.5,3.976,2.982,259.4906367041199,-0.003677,2.416557,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.0779445
analysis_output,1,8.153168,17.181,0.171806,423.395,4.513,2.982,2.982,257.39325842696627,-0.002076,3.458554,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.077537853
analysis_output,1,8.630252,5.063,0.050631,466.071,5.82,3.976,2.982,75.8501872659176,0.005183,2.750815,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.029466660000000002
analysis_output,1,9.830913,8.377,0.08377,345.704,5.681,4.97,3.976,125.49812734082397,0.006902,3.06903,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.04758973700000001
analysis_output,1,11.002751,15.614,0.156145,287.875,5.911,7.951,0.0,233.9176029962547,0.000482,3.216534,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.092294354
analysis_output,1,11.629918,9.868,0.098675,345.417,5.654,0.0,4.97,147.83520599250937,0.000491,3.535224,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.055793672
analysis_output,1,12.422076,18.873,0.188726,465.622,5.67,3.976,1.988,282.7415730337079,0.00011,4.520467,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.10700991
analysis_output,1,12.803744,10.469,0.104691,473.588,5.466,2.982,2.982,156.8389513108614,-0.003494,3.391008,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.057223554
analysis_output,1,19.955035,12.224,0.122239,351.472,5.028,0.0,3.976,183.1310861423221,-8e-05,2.81828,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.061462272
analysis_output,1,20.245261,5.639,0.056386,306.511,4.883,3.976,2.982,84.47940074906367,-0.003358,2.772049,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.027535237
analysis_output,1,21.080158,15.297,0.152968,310.039,4.759,0.0,4.97,229.1685393258427,0.002463,3.607658,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.07279842300000001
analysis_output,1,21.090097,10.1,0.100997,303.818,5.294,0.0,5.964,151.31086142322096,0.002593,3.932803,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.05346939999999999
analysis_output,1,23.917814,0.219,-0.059631,287.242,5.396,3.976,3.976,3.2808988764044944,0.001445,3.995334,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.001181724
analysis_output,1,24.151387,21.025,0.210248,330.755,5.761,0.0,3.976,314.98127340823964,-0.000681,3.674249,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.121125025
analysis_output,1,25.099591,9.782,0.097818,337.573,5.179,0.0,4.97,146.54681647940075,0.000796,3.485126,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.050660978
analysis_output,1,25.359006,17.715,0.177154,283.463,5.167,0.0,3.976,265.39325842696627,0.002274,2.632935,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.091533405
analysis_output,1,25.728746,16.977,0.169771,364.089,4.573,2.982,2.982,254.33707865168537,0.003487,2.550382,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.07763582100000001
analysis_output,1,25.953373,8.099,0.080986,316.372,5.473,3.976,4.97,121.33333333333333,-0.000853,3.344037,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.044325827
analysis_output,1,26.315162,11.715,0.117151,474.83,5.743,2.982,3.976,175.5056179775281,-0.005481,3.937713,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.067279245
analysis_output,1,26.573582,13.363,0.133634,330.976,5.381,0.0,5.964,200.1947565543071,0.000737,2.777419,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.07190630299999999
analysis_output,1,27.584404,13.852,0.138518,492.132,5.235,3.976,2.982,207.52059925093633,0.001187,3.341554,ASAP6.2,/Users/gts/Downloads/ASAP_experiments/conservative/ASAP6_2/240823185115_cluster_08-50mWpermm2/analysis_output/events/events_roi001.csv,0.07251522
